,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
4201,WASP-47 e,870,6.83 Earths,11.9,2015,TOI-270 c,TOI-270,1,3.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),0.0,5.6605731,3.1e-06,-3.1e-06,0.0,0.04526,0.00031,-0.00031,0.0,2.355,0.064,-0.064,0.0,0.21,0.006,-0.006,0.0,6.15,0.37,-0.37,0,0.01935,0.00116,-0.00116,0.0,Mass,0.027,0.021,-0.021,0.0,14.0,,,,488,12.0,-12.0,0.0,0,M,3506.0
4202,WASP-48 b,1501,0.8 Jupiters,11.72,2011,TOI-270 d,TOI-270,1,3.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),0.0,11.379573,1.3e-05,-1.3e-05,0.0,0.0721,0.0005,-0.0005,0.0,2.133,0.058,-0.058,0.0,0.19,0.005,-0.005,0.0,4.78,0.43,-0.43,0,0.01504,0.00135,-0.00135,0.0,Mass,0.032,0.023,-0.023,0.0,4.36,,,,387,10.0,-10.0,0.0,0,M,3506.0
4203,WASP-49 b,638,0.37 Jupiters,11.36,2012,TOI-421 b,TOI-421,2,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,5.19672,0.00049,-0.00049,0.0,0.056,0.0018,-0.0018,0.0,2.68,0.19,-0.18,0.0,0.239,0.017,-0.016,0.0,7.17,0.66,-0.66,0,0.02256,0.00208,-0.00208,0.0,Mass,0.163,0.082,-0.071,0.0,154.57,10.53,-9.73,0.0,981,16.0,-16.0,0.0,0,G9 V,5325.0
4204,WASP-4 b,878,1.186 Jupiters,12.5,2007,TOI-421 c,TOI-421,2,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,16.06819,0.00035,-0.00035,0.0,0.1189,0.0039,-0.0039,0.0,5.09,0.16,-0.15,0.0,0.454,0.014,-0.013,0.0,16.42,1.06,-1.04,0,0.05166,0.00334,-0.00327,0.0,Mass,0.152,0.042,-0.042,0.0,34.32,2.34,-2.16,0.0,674,11.0,-11.0,0.0,0,G9 V,5325.0
4205,WASP-50 b,606,1.4688 Jupiters,11.6,2011,TOI-431 b,TOI-431,1,3.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,0.490047,1e-05,-7e-06,0.0,0.0113,0.0002,-0.0003,0.0,1.28,0.04,-0.04,0.0,0.114,0.004,-0.004,0.0,3.07,0.35,-0.35,0,0.00966,0.0011,-0.0011,0.0,Mass,0.0,,,0.0,2120.28,,,,1862,42.0,-42.0,0.0,0,,4850.0
4206,WASP-52 b,457,0.46 Jupiters,12.0,2012,TOI-431 c,TOI-431,1,3.0,Radial Velocity,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,4.8494,0.0003,-0.0002,0.0,0.052,0.001,-0.001,0.0,1.49,,,0.0,0.133,,,0.0,2.83,0.41,-0.34,0,0.0089,0.00129,-0.00107,0.0,Msini,0.0,,,0.0,,,,,867,20.0,-20.0,0.0,0,,4850.0
4207,WASP-53 b,661,2.132 Jupiters,12.347,2017,TOI-431 d,TOI-431,1,3.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,12.46103,2e-05,-2e-05,0.0,0.098,0.002,-0.002,0.0,3.29,0.09,-0.09,0.0,0.294,0.008,-0.008,0.0,9.9,1.53,-1.49,0,0.03115,0.00481,-0.00469,0.0,Mass,0.0,,,0.0,26.78,,,,633,14.0,-14.0,0.0,0,,4850.0
4208,WASP-53 c,661,16.35 Jupiters,12.347,2017,TOI-451 b,TOI-451,2,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.858703,2.5e-05,-3.5e-05,0.0,0.0283,0.0011,-0.0012,0.0,1.91,0.12,-0.12,0.0,0.17,0.011,-0.011,0.0,4.31,,,0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,,,,,1491,23.0,-19.0,0.0,0,,5550.0
4209,WASP-54 b,825,0.59 Jupiters,10.42,2012,TOI-451 c,TOI-451,2,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,9.192522,6e-05,-0.0001,0.0,0.0823,0.0033,-0.0036,0.0,3.1,0.13,-0.13,0.0,0.277,0.012,-0.012,0.0,9.8,,,0,0.0308,,,0.0,M-R relationship,0.0,,,0.0,,,,,875,13.0,-11.0,0.0,0,,5550.0
4210,WASP-55 b,979,0.61 Jupiters,11.8,2012,TOI-451 d,TOI-451,2,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,16.364988,4.4e-05,-4.4e-05,0.0,0.1208,0.0048,-0.0052,0.0,4.07,0.15,-0.15,0.0,0.363,0.013,-0.013,0.0,15.6,,,0,0.049,,,0.0,M-R relationship,0.0,,,0.0,,,,,722,11.0,-9.0,0.0,0,,5550.0
4211,WASP-56 b,1057,0.45 Jupiters,11.484,2012,TOI-481 b,TOI-481,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.33111,2e-05,-2e-05,0.0,0.097,0.001,-0.001,0.0,11.097,0.112,-0.112,0.0,0.99,0.01,-0.01,0.0,486.2799,9.5349,-9.5349,0,1.53,0.03,-0.03,0.0,Mass,0.153,0.006,-0.007,0.0,342.64,,,,1370,10.0,-10.0,0.0,0,G,5735.0
4212,WASP-57 b,1314,0.644 Jupiters,13.04,2012,TOI-519 b,TOI-519,1,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.2652328,5e-07,-5e-07,0.0,0.012,0.004,-0.004,0.0,11.994,1.457,-4.596,0.0,1.07,0.13,-0.41,0.0,4449.62,,,1,14.0,,,1.0,Mass,,,,,53.99,,,,760,54.0,-54.0,0.0,0,M3.5,3350.0
4213,WASP-58 b,955,0.97 Jupiters,11.66,2012,TOI-532 b,TOI-532,1,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,2.3266508,3e-06,-3e-06,0.0,0.0296,0.00035,-0.00035,0.0,5.82,0.19,-0.19,0.0,0.519,0.017,-0.017,0.0,61.5,9.7,-9.3,0,0.1935,0.03052,-0.02926,0.0,Mass,0.0,,,0.0,94.1,8.0,-8.0,0.0,867,18.0,-18.0,0.0,0,,3927.0
4214,WASP-59 b,408,0.863 Jupiters,13.0,2012,TOI-540 b,TOI-540,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.2391491,1.7e-06,-1.7e-06,0.0,0.01223,0.00036,-0.00036,0.0,0.903,0.052,-0.052,0.0,0.081,0.005,-0.005,0.0,0.674,,,0,0.00212,,,0.0,M-R relationship,0.0,,,0.0,23.4,2.1,-2.1,0.0,611,23.0,-23.0,0.0,0,M V,3216.0
4215,WASP-5 b,1017,1.58 Jupiters,12.3,2008,TOI-561 b,TOI-561,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,0.446578,1.7e-05,-1.7e-05,0.0,0.01055,8e-05,-8e-05,0.0,1.423,0.066,-0.066,0.0,0.127,0.006,-0.006,0.0,1.59,0.36,-0.36,0,0.005,0.00113,-0.00113,0.0,Mass,0.0,,,0.0,4628.63,,,,2480,200.0,-200.0,0.0,0,G9 V,5455.0
4216,WASP-60 b,1423,0.55 Jupiters,12.18,2012,TOI-561 c,TOI-561,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.779,0.004,-0.004,0.0,0.08809,0.0007,-0.0007,0.0,2.878,0.096,-0.096,0.0,0.257,0.009,-0.009,0.0,5.4,0.98,-0.98,0,0.01699,0.00308,-0.00308,0.0,Mass,0.06,0.067,-0.042,0.0,66.33,,,,860,70.0,-70.0,0.0,0,G9 V,5455.0
4217,WASP-61 b,1617,2.68 Jupiters,12.5,2012,TOI-561 d,TOI-561,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.0,25.62,0.04,-0.04,0.0,0.1569,0.0012,-0.0012,0.0,2.53,0.13,-0.13,0.0,0.226,0.012,-0.012,0.0,11.95,1.28,-1.28,0,0.0376,0.00403,-0.00403,0.0,Mass,0.051,0.064,-0.036,0.0,,,,,,,,,0,G9 V,5455.0
4218,WASP-62 b,576,0.52 Jupiters,10.3,2012,TOI-561 e,TOI-561,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.0,77.23,0.39,-0.39,0.0,0.3274,0.0028,-0.0027,0.0,2.67,0.11,-0.11,0.0,0.238,0.01,-0.01,0.0,16.0,2.3,-2.3,0,0.05034,0.00724,-0.00724,0.0,Mass,0.061,0.051,-0.042,0.0,,,,,,,,,0,G9 V,5455.0
4219,WASP-63 b,956,0.37 Jupiters,11.2,2012,TOI-561 f,TOI-561,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.0,16.287,0.005,-0.005,0.0,0.1174,0.0015,-0.0015,0.0,2.32,0.16,-0.16,0.0,0.207,0.014,-0.014,0.0,3.0,2.4,-1.9,0,0.00944,0.00755,-0.00598,0.0,Mass,0.0,,,0.0,38.0,,,,750,60.0,-60.0,0.0,0,G9 V,5326.0
4220,WASP-64 b,1142,1.271 Jupiters,12.29,2012,TOI-564 b,TOI-564,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.651144,1.8e-05,-1.8e-05,0.0,0.02734,0.00061,-0.00053,0.0,11.433,7.958,-3.251,0.0,1.02,0.71,-0.29,0.0,464.98529,31.783,-30.51168,0,1.463,0.1,-0.096,0.0,Mass,0.072,0.083,-0.05,0.0,1423.0,73.0,-81.0,0.0,1714,20.0,-21.0,0.0,0,,5640.0
4221,WASP-65 b,1011,1.55 Jupiters,11.9,2013,TOI-628 b,TOI-628,1,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,3.4095675,7e-06,-6.9e-06,0.0,0.0486,0.0008,-0.00094,0.0,11.882,0.46,-0.381,0.0,1.06,0.041,-0.034,0.0,2011.8639,92.1707,-98.5273,0,6.33,0.29,-0.31,0.0,Mass,0.072,0.021,-0.023,0.0,1052.9,,,,1586,52.0,-40.0,0.0,0,,6250.0
4222,WASP-66 b,1654,2.35 Jupiters,11.6,2012,TOI-640 b,TOI-640,1,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,5.0037775,4.8e-06,-4.8e-06,0.0,0.06608,0.00098,-0.0011,0.0,19.851,0.673,-0.628,0.0,1.771,0.06,-0.056,0.0,279.6904,50.8528,-50.8528,0,0.88,0.16,-0.16,0.0,Mass,0.05,0.054,-0.035,0.0,2498.75,,,,1749,26.0,-30.0,0.0,0,,6460.0
4223,WASP-67 b,621,0.43 Jupiters,12.5,2012,TOI-674 b,TOI-674,1,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.977143,3e-06,-3e-06,0.0,0.025,0.0008,-0.0008,0.0,5.25,0.17,-0.17,0.0,0.468,0.015,-0.015,0.0,23.6,3.3,-3.3,0,0.07425,0.01038,-0.01038,0.0,Mass,0.0,,,0.0,38.4,0.1,-0.1,0.0,635,15.0,-15.0,0.0,0,M2 V,3514.0
4224,WASP-68 b,743,1.08 Jupiters,10.7,2014,TOI-677 b,TOI-677,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,11.2366,0.00011,-0.00011,0.0,0.1038,0.0017,-0.0017,0.0,13.115,0.336,-0.336,0.0,1.17,0.03,-0.03,0.0,392.83788,21.93027,-21.29461,0,1.236,0.069,-0.067,0.0,Mass,0.435,0.024,-0.024,0.0,200.86,,,,1252,21.0,-21.0,0.0,0,F8,6295.0
4225,WASP-69 b,163,0.29 Jupiters,9.87,2014,TOI-700 b,TOI-700,1,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,9.97702,0.00024,-0.00028,0.0,0.0677,0.0011,-0.0011,0.0,1.037,0.065,-0.064,0.0,0.093,0.006,-0.006,0.0,1.11,,,0,0.00348,,,0.0,M-R relationship,0.081,0.095,-0.058,0.0,5.0,0.61,-0.57,0.0,417,12.0,-12.0,0.0,0,M2 V,3461.0
4226,WASP-6 b,647,0.37 Jupiters,11.9,2009,TOI-700 c,TOI-700,1,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,16.05111,6.2e-05,-6.3e-05,0.0,0.0929,0.0015,-0.0015,0.0,2.65,0.16,-0.15,0.0,0.236,0.014,-0.013,0.0,7.51,,,0,0.0236,,,0.0,M-R relationship,0.078,0.075,-0.056,0.0,2.66,0.32,-0.29,0.0,356,10.0,-10.0,0.0,0,M2 V,3461.0
4227,WASP-70 A b,799,0.59 Jupiters,10.79,2014,TOI-700 d,TOI-700,1,3.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,37.42475,0.00036,-0.0004,0.0,0.1633,0.0026,-0.0027,0.0,1.144,0.062,-0.061,0.0,0.102,0.006,-0.005,0.0,1.57,,,0,0.00495,,,0.0,M-R relationship,0.111,0.14,-0.078,0.0,0.85,0.1,-0.1,0.0,269,8.0,-8.0,0.0,0,M2 V,3461.0
4228,WASP-71 b,1195,1.39 Jupiters,10.56,2012,TOI-763 b,TOI-763,1,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,5.6057,0.0013,-0.0013,0.0,0.06,0.0006,-0.0006,0.0,2.28,0.11,-0.11,0.0,0.203,0.01,-0.01,0.0,9.79,0.78,-0.78,0,0.0308,0.00245,-0.00245,0.0,Mass,0.04,0.04,-0.03,0.0,323.45,,,,1038,16.0,-16.0,0.0,0,G,5450.0
4229,WASP-72 b,1436,2.3 Jupiters,10.88,2012,TOI-763 c,TOI-763,1,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,12.2737,0.0053,-0.0077,0.0,0.1011,0.001,-0.001,0.0,2.63,0.12,-0.12,0.0,0.235,0.011,-0.011,0.0,9.32,1.02,-1.02,0,0.02932,0.00321,-0.00321,0.0,Mass,0.04,0.04,-0.03,0.0,113.71,,,,800,12.0,-12.0,0.0,0,G,5450.0
4230,WASP-73 b,1042,2.86 Jupiters,10.5,2014,TOI-776 b,TOI-776,1,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,8.24661,5e-05,-4e-05,0.0,0.0652,0.0015,-0.0015,0.0,1.85,0.13,-0.13,0.0,0.165,0.012,-0.012,0.0,4.0,0.9,-0.9,0,0.01259,0.00283,-0.00283,0.0,Mass,0.06,0.03,-0.02,0.0,11.5,0.6,-0.6,0.0,514,17.0,-17.0,0.0,0,M1 V,3709.0
4231,WASP-74 b,489,0.72 Jupiters,9.7,2015,TOI-776 c,TOI-776,1,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,15.6653,0.0004,-0.0003,0.0,0.1,0.0024,-0.0024,0.0,2.02,0.14,-0.14,0.0,0.18,0.012,-0.012,0.0,5.3,1.8,-1.8,0,0.01668,0.00566,-0.00566,0.0,Mass,0.04,0.02,-0.01,0.0,4.9,0.2,-0.2,0.0,415,14.0,-14.0,0.0,0,M1 V,3709.0
4232,WASP-75 b,848,1.07 Jupiters,11.45,2013,TOI-813 b,TOI-813,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,83.8911,0.0027,-0.0031,0.0,0.423,0.031,-0.037,0.0,6.71,0.38,-0.38,0.0,0.599,0.034,-0.034,0.0,36.4,,,0,0.114,,,0.0,M-R relationship,0.0,,,0.0,23.1,4.6,-3.1,0.0,610,28.0,-21.0,0.0,0,G0 IV,5907.0
4233,WASP-76 b,391,0.92 Jupiters,9.5,2016,TOI-824 b,TOI-824,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,1.392978,1.8e-05,-1.7e-05,0.0,0.02177,0.00032,-0.00032,0.0,2.926,0.202,-0.191,0.0,0.261,0.018,-0.017,0.0,18.467,1.843,-1.875,0,0.0581,0.0058,-0.0059,0.0,Mass,,,,,412.0,51.0,-46.0,0.0,1253,38.0,-37.0,0.0,0,K4 V,4600.0
4234,WASP-77 A b,344,2.29 Jupiters,10.3,2012,TOI-837 b,TOI-837,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,8.3248762,1.57e-05,-1.57e-05,0.0,,,,,8.631,1.009,-1.009,0.0,0.77,0.09,-0.09,0.0,381.396,,,1,1.2,,,1.0,Msini,0.0,,,0.0,218.74,,,,981,,,,0,G0/F9 V,6047.0
4235,WASP-78 b,2515,1.11 Jupiters,12.0,2012,TOI-849 b,TOI-849,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,0.76552414,2.62e-06,-2.79e-06,0.0,0.01598,0.00013,-0.00014,0.0,3.444,0.157,-0.115,0.0,0.307,0.014,-0.01,0.0,39.09,2.66,-2.55,0,0.12299,0.00837,-0.00802,0.0,Mass,0.0,0.0,0.0,0.0,2314.06,,,,1932,,,,0,G,5373.8
4236,WASP-79 b,810,0.85 Jupiters,10.1,2012,TOI-892 b,TOI-892,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.62656,7e-05,-7e-05,0.0,0.092,0.005,-0.005,0.0,11.994,0.224,-0.224,0.0,1.07,0.02,-0.02,0.0,301.9385,22.2481,-22.2481,0,0.95,0.07,-0.07,0.0,Mass,0.125,,,1.0,571.01,,,,1397,40.0,-40.0,0.0,0,F,6261.0
4237,WASP-7 b,532,0.96 Jupiters,9.51,2008,TOI-905 b,TOI-905,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,3.739494,3.8e-05,-3.8e-05,0.0,0.04666,0.00096,-0.0011,0.0,13.126,0.594,-0.572,0.0,1.171,0.053,-0.051,0.0,211.99261,13.34886,-13.03103,0,0.667,0.042,-0.041,0.0,Mass,0.024,0.025,-0.017,0.0,337.0,46.0,-38.0,0.0,1192,39.0,-36.0,0.0,0,,5570.0
4238,WASP-80 b,163,0.538 Jupiters,11.87,2012,TOI-942 b,TOI-942,3,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,4.32419,3e-05,-3e-05,0.0,0.04796,0.00073,-0.00065,0.0,4.81,0.2,-0.2,0.0,0.429,0.018,-0.018,0.0,826.358,,,1,2.6,,,1.0,Mass,0.0,,,0.0,261.86,,,,1120,,,,0,K2.5 V,4928.0
4239,WASP-81 b,1314,0.729 Jupiters,12.333,2017,TOI-942 c,TOI-942,3,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.15643,6.9e-05,-7.9e-05,0.0,0.0847,0.0012,-0.0011,0.0,5.79,0.19,-0.18,0.0,0.517,0.017,-0.016,0.0,794.575,,,1,2.5,,,1.0,Mass,0.0,,,0.0,,,,,,,,,0,K2.5 V,4928.0
4240,WASP-82 b,906,1.17 Jupiters,10.1,2015,TOI-954 b,TOI-954,1,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,3.6849729,2.7e-06,-2.8e-06,0.0,0.04963,0.00089,-0.0009,0.0,9.55,0.594,-0.695,0.0,0.852,0.053,-0.062,0.0,55.30242,5.72094,-5.40311,0,0.174,0.018,-0.017,0.0,Mass,0.14,0.18,-0.11,0.0,1393.0,66.0,-62.0,0.0,1526,123.0,-164.0,0.0,0,,5710.0
4241,WASP-83 b,979,0.3 Jupiters,12.9,2015,TRAPPIST-1 b,TRAPPIST-1,1,7.0,Transit,2016.0,La Silla Observatory,0.0,1.51087081,6e-07,-6e-07,0.0,0.01111,0.00034,-0.00034,0.0,1.086,0.035,-0.035,0.0,0.097,0.003,-0.003,0.0,0.85,0.72,-0.72,0,0.00267,0.00227,-0.00227,0.0,Mass,0.081,,,1.0,4.25,0.33,-0.33,0.0,400,8.0,-8.0,0.0,1,,2559.0
4242,WASP-84 b,408,0.694 Jupiters,10.83,2014,TRAPPIST-1 c,TRAPPIST-1,1,7.0,Transit,2016.0,La Silla Observatory,0.0,2.4218233,1.7e-06,-1.7e-06,0.0,0.01521,0.00047,-0.00047,0.0,1.056,0.035,-0.035,0.0,0.094,0.003,-0.003,0.0,1.38,0.61,-0.61,0,0.00434,0.00192,-0.00192,0.0,Mass,0.083,,,1.0,2.27,0.18,-0.18,0.0,342,7.0,-7.0,0.0,1,,2559.0
4243,WASP-85 A b,465,1.265 Jupiters,10.72,2016,TRAPPIST-1 d,TRAPPIST-1,1,7.0,Transit,2016.0,La Silla Observatory,0.0,4.04961,6.3e-05,-6.3e-05,0.0,0.02144,0.00066,-0.00063,0.0,0.772,0.03,-0.03,0.0,0.069,0.003,-0.003,0.0,0.41,0.27,-0.27,0,0.00129,0.00085,-0.00085,0.0,Mass,0.07,,,1.0,1.14,0.09,-0.09,0.0,288,6.0,-6.0,0.0,1,,2559.0
4244,WASP-87 b,982,2.18 Jupiters,10.709,2016,TRAPPIST-1 e,TRAPPIST-1,1,7.0,Transit,2017.0,Multiple Observatories,0.0,6.099615,1.1e-05,-1.1e-05,0.0,0.02817,0.00083,-0.00087,0.0,0.918,0.039,-0.039,0.0,0.082,0.003,-0.003,0.0,0.62,0.58,-0.58,0,0.00195,0.00182,-0.00182,0.0,Mass,0.085,,,1.0,0.66,0.05,-0.05,0.0,251,5.0,-5.0,0.0,1,,2559.0
4245,WASP-88 b,1734,0.42 Jupiters,11.4,2014,TRAPPIST-1 f,TRAPPIST-1,1,7.0,Transit,2017.0,Multiple Observatories,0.0,9.20669,1.5e-05,-1.5e-05,0.0,0.0371,0.0011,-0.0011,0.0,1.045,0.038,-0.038,0.0,0.093,0.003,-0.003,0.0,0.68,0.18,-0.18,0,0.00214,0.00057,-0.00057,0.0,Mass,0.063,,,1.0,0.38,0.03,-0.03,0.0,219,4.0,-4.0,0.0,1,,2559.0
4246,WASP-89 b,957,5.9 Jupiters,13.1,2015,TRAPPIST-1 g,TRAPPIST-1,1,7.0,Transit,2017.0,Multiple Observatories,0.0,12.35294,0.00012,-0.00012,0.0,0.0451,0.0014,-0.0014,0.0,1.127,0.041,-0.041,0.0,0.101,0.004,-0.004,0.0,1.34,0.88,-0.88,0,0.00422,0.00277,-0.00277,0.0,Mass,0.061,,,1.0,0.26,0.02,-0.02,0.0,199,4.0,-4.0,0.0,1,,2559.0
4247,WASP-8 b,294,2.54 Jupiters,9.79,2010,TRAPPIST-1 h,TRAPPIST-1,1,7.0,Transit,2017.0,Multiple Observatories,0.0,18.767,0.004,-0.003,0.0,0.061935,1e-06,-1e-06,0.0,0.752,0.032,-0.031,0.0,0.067,0.003,-0.003,0.0,0.331,0.056,-0.049,0,0.00104,0.00018,-0.00015,0.0,Mass,0.00567,0.00121,-0.00121,0.0,0.17,0.03,-0.03,0.0,173,4.0,-4.0,0.0,1,,2559.0
4248,WASP-8 c,294,9.45 Jupiters,9.79,2013,TYC 0434-04538-1 b,TYC 0434-04538-1,1,1.0,Radial Velocity,2021.0,Multiple Observatories,0.0,193.2,0.4,-0.4,0.0,0.66,0.04,-0.04,0.0,12.7,,,0.0,1.14,,,0.0,1938.763,222.481,-222.481,0,6.1,0.7,-0.7,0.0,Msini,0.08,0.05,-0.03,0.0,,,,,,,,,0,,4679.0
4249,WASP-90 b,1109,0.63 Jupiters,11.7,2016,TYC 1422-614-1 b,TYC 1422-614-1,1,2.0,Radial Velocity,2014.0,Multiple Observatories,0.0,198.4,0.42,-0.42,0.0,0.69,0.03,-0.03,0.0,13.3,,,0.0,1.18,,,0.0,794.5,127.1,-127.1,0,2.5,0.4,-0.4,0.0,Msini,0.06,0.06,-0.02,0.0,,,,,,,,,0,,4806.0
4250,WASP-91 b,491,1.34 Jupiters,12.0,2017,TYC 1422-614-1 c,TYC 1422-614-1,1,2.0,Radial Velocity,2014.0,Multiple Observatories,0.0,559.3,1.2,-1.2,0.0,1.37,0.06,-0.06,0.0,12.5,,,0.0,1.11,,,0.0,3178.0,318.0,-318.0,0,10.0,1.0,-1.0,0.0,Msini,0.048,0.02,-0.014,0.0,,,,,,,,,0,,4806.0
4251,WASP-92 b,1729,0.805 Jupiters,13.18,2016,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1.0,Radial Velocity,2018.0,Multiple Observatories,0.0,562.0,4.1,-4.0,0.0,1.414,0.063,-0.063,0.0,13.1,,,0.0,1.17,,,0.0,1086.9786,111.2405,-111.2405,0,3.42,0.35,-0.35,0.0,Msini,0.098,0.082,-0.032,0.0,,,,,,,,,0,,4776.0
4252,WASP-93 b,816,1.47 Jupiters,10.97,2016,TYC 3667-1280-1 b,TYC 3667-1280-1,1,1.0,Radial Velocity,2016.0,McDonald Observatory,0.0,26.468,0.005,-0.005,0.0,0.21,0.01,-0.01,0.0,12.8,,,0.0,1.14,,,0.0,1716.282,127.132,-127.132,0,5.4,0.4,-0.4,0.0,Msini,0.036,0.043,-0.014,0.0,,,,,1350,100.0,-100.0,0.0,0,,5130.0
4253,WASP-94 A b,693,0.5 Jupiters,10.1,2014,TYC 4282-00605-1 b,TYC 4282-00605-1,1,1.0,Radial Velocity,2017.0,Roque de los Muchachos Observatory,0.0,101.54,0.05,-0.05,0.0,0.422,0.009,-0.009,0.0,12.4,,,0.0,1.11,,,0.0,3426.2074,38.1396,-38.1396,0,10.78,0.12,-0.12,0.0,Msini,0.28,0.01,-0.01,0.0,,,,,,,,,0,,4300.0
4254,WASP-94 B b,587,0.618 Jupiters,10.5,2014,TYC 8998-760-1 b,TYC 8998-760-1,1,2.0,Imaging,2020.0,Paranal Observatory,0.0,,,,,162.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4449.62,953.49,-953.49,0,14.0,3.0,-3.0,0.0,Mass,,,,,,,,,,,,,0,K3 IV,4573.0
4255,WASP-95 b,450,1.44 Jupiters,9.937,2014,TYC 8998-760-1 c,TYC 8998-760-1,1,2.0,Imaging,2020.0,Paranal Observatory,0.0,,,,,320.0,,,0.0,12.33,6.725,-3.363,0.0,1.1,0.6,-0.3,0.0,1906.98,317.83,-317.83,0,6.0,1.0,-1.0,0.0,Mass,,,,,,,,,1240,160.0,-170.0,0.0,0,K3 IV,4573.0
4256,WASP-96 b,1161,0.48 Jupiters,12.383,2014,Teegarden's Star b,Teegarden's Star,1,2.0,Radial Velocity,2019.0,Calar Alto Observatory,0.0,4.91,0.0014,-0.0014,0.0,0.0252,0.0008,-0.0009,0.0,1.02,,,0.0,0.091,,,0.0,1.05,0.13,-0.12,0,0.0033,0.00041,-0.00038,0.0,Msini,0.0,0.16,0.0,0.0,1.15,0.08,-0.08,0.0,,,,,0,M7.0 V,2904.0
