,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
65,BD+49 828 b,1460,1.6 Jupiters,9.38,2015,BD-11 4672 b,BD-11 4672,1,2.0,Radial Velocity,2014.0,La Silla Observatory,0.0,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,14.1,,,0.0,1.25,,,0.0,206.5895,15.8915,-19.0698,0,0.65,0.05,-0.06,0.0,Msini,0.05,0.05,-0.03,0.0,,,,,,,,,0,K7 V,4550.0
66,Beta Cancri b,295,7.8 Jupiters,3.53,2014,BD-11 4672 c,BD-11 4672,1,2.0,Radial Velocity,2020.0,Roque de los Muchachos Observatory,0.0,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,4.04,,,0.0,0.36,,,0.0,15.37,2.97,-2.81,0,0.04836,0.00934,-0.00884,0.0,Msini,0.4,0.13,-0.15,0.0,,,,,,,,,0,K7V,4550.0
67,Beta Pictoris b,64,11 Jupiters,3.85,2008,BD-13 2130 b,BD-13 2130,1,1.0,Radial Velocity,2007.0,La Silla Observatory,0.0,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,1.11,,,0.0,3108.3774,1449.3048,-1449.3048,0,9.78,4.56,-4.56,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0,G5 IV/V,4545.0
68,Beta Pictoris c,64,9 Jupiters,3.85,2019,BD-17 63 b,BD-17 63,1,1.0,Radial Velocity,2008.0,La Silla Observatory,0.0,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1.15,,,0.0,1620.9,38.14,-38.14,0,5.1,0.12,-0.12,0.0,Msini,0.54,0.005,-0.005,0.0,,,,,,,,,0,K5 V,4714.0
69,Beta Ursae Minoris b,127,6.1 Jupiters,2.08,2014,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1.0,Imaging,2011.0,W. M. Keck Observatory,0.0,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,12.4,,,0.0,1.11,,,0.0,3337.1,1430.2,-1430.2,0,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,370,40.0,-40.0,0.0,0,,580.5
70,CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1.0,Imaging,2021.0,Hubble Space Telescope,0.0,8040000.0,470000.0,-470000.0,0.0,200.0,6.0,-6.0,0.0,20.849,0.56,-0.56,0.0,1.86,0.05,-0.05,0.0,2479.06157,222.47988,-254.26273,0,7.8,0.7,-0.8,0.0,Mass,,,,,,,,,1800,40.0,-40.0,0.0,0,M9-L1,2320.0
71,CHXR 73 b,623,12.569 Jupiters,17.293,2006,CHXR 73 b,CHXR 73,1,1.0,Imaging,2006.0,Hubble Space Telescope,0.0,,,,,210.0,,,0.0,12.3,,,0.0,1.1,,,0.0,3994.486,2662.991,-1664.369,0,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,,,,,0,M3.5,3099.0
72,CI Tauri b,515,11.6 Jupiters,12.939,2019,CI Tau b,CI Tau,1,1.0,Radial Velocity,2019.0,Multiple Observatories,0.0,8.9891,0.0202,-0.0202,0.0,,,,,12.4,,,0.0,1.11,,,0.0,3686.828,921.707,-858.141,0,11.6,2.9,-2.7,0.0,Mass,0.25,0.16,-0.16,0.0,,,,,,,,,0,K7,3807.0
73,CoRoT-10 b,1125,2.75 Jupiters,15.22,2010,COCONUTS-2 b,COCONUTS-2 A,1,1.0,Imaging,2021.0,NASA Infrared Telescope Facility (IRTF),0.0,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.442,0.336,-0.336,0.0,1.11,0.03,-0.03,0.0,2002.31896,476.74261,-603.87397,0,6.3,1.5,-1.9,0.0,Mass,,,,,,,,,434,9.0,-9.0,0.0,0,M3 V,3406.0
74,CoRoT-11 b,1827,2.33 Jupiters,12.939,2010,CT Cha b,CT Cha,1,1.0,Imaging,2007.0,Paranal Observatory,0.0,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,2.2,0.81,-0.6,0.0,5403.0,1907.0,-1907.0,0,17.0,6.0,-6.0,0.0,Mass,,,,,,,,,2600,250.0,-250.0,0.0,0,K5e,4403.0
75,CoRoT-12 b,3751,0.917 Jupiters,15.515,2010,CoRoT-1 b,CoRoT-1,1,1.0,Transit,2008.0,CoRoT,0.0,1.5089557,6.4e-06,-6.4e-06,0.0,0.02752,0.00022,-0.00023,0.0,16.7,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0,1.03,0.12,-0.12,0.0,Mass,0.0,,,0.0,,,,,1898,50.0,-50.0,0.0,0,G0 V,5950.0
76,CoRoT-13 b,3458,1.308 Jupiters,15.039,2010,CoRoT-10 b,CoRoT-10,1,1.0,Transit,2010.0,CoRoT,0.0,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0,2.75,0.16,-0.16,0.0,Mass,0.53,0.04,-0.04,0.0,,,,,600,23.0,-23.0,0.0,0,K1 V,5075.0
77,CoRoT-14 b,4371,7.6 Jupiters,16.033,2010,CoRoT-11 b,CoRoT-11,1,1.0,Transit,2010.0,CoRoT,0.0,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,16.03,0.34,-0.34,0.0,1.43,0.03,-0.03,0.0,740.51,108.06,-108.06,0,2.33,0.34,-0.34,0.0,Mass,0.0,,,0.0,,,,,1657,55.0,-55.0,0.0,0,F6 V,6440.0
78,CoRoT-16 b,2740,0.535 Jupiters,15.63,2011,CoRoT-12 b,CoRoT-12,1,1.0,Transit,2010.0,CoRoT,0.0,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.00092,0.0,16.14,1.46,-1.46,0.0,1.44,0.13,-0.13,0.0,291.438,22.247,-20.658,0,0.917,0.07,-0.065,0.0,Mass,0.07,0.063,-0.042,0.0,,,,,1442,58.0,-58.0,0.0,0,,5675.0
79,CoRoT-17 b,3001,2.43 Jupiters,15.46,2011,CoRoT-13 b,CoRoT-13,1,1.0,Transit,2010.0,CoRoT,0.0,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,9.92,0.157,-0.157,0.0,0.885,0.014,-0.014,0.0,415.704,20.976,-20.976,0,1.308,0.066,-0.066,0.0,Mass,0.0,,,0.0,,,,,1700,,,0.0,0,G0 V,5945.0
80,CoRoT-18 b,2838,3.47 Jupiters,15.0,2011,CoRoT-14 b,CoRoT-14,1,1.0,Transit,2010.0,CoRoT,0.0,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0.0,12.22,0.78,-0.78,0.0,1.09,0.07,-0.07,0.0,2415.4,190.7,-190.7,0,7.6,0.6,-0.6,0.0,Mass,0.0,,,0.0,,,,,1952,66.0,-66.0,0.0,0,F9 V,6035.0
81,CoRoT-19 b,2512,1.11 Jupiters,14.007,2011,CoRoT-16 b,CoRoT-16,1,1.0,Transit,2011.0,CoRoT,0.0,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,0.0,13.11,1.79,-1.57,0.0,1.17,0.16,-0.14,0.0,170.032,27.014,-26.379,0,0.535,0.085,-0.083,0.0,Mass,0.33,0.09,-0.1,0.0,,,,,,,,,0,G5 V,5650.0
82,CoRoT-1 b,2627,1.03 Jupiters,13.6,2008,CoRoT-17 b,CoRoT-17,1,1.0,Transit,2011.0,CoRoT,0.0,3.7681,0.0003,-0.0003,0.0,0.0461,0.0008,-0.0008,0.0,11.43,0.78,-0.78,0.0,1.02,0.07,-0.07,0.0,772.29,95.34,-95.34,0,2.43,0.3,-0.3,0.0,Mass,0.0,,,0.0,,,,,1626,31.0,-31.0,0.0,0,G2 V,5740.0
83,CoRoT-20 b,2819,4.3 Jupiters,14.66,2011,CoRoT-18 b,CoRoT-18,1,1.0,Transit,2011.0,CoRoT,0.0,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0016,-0.0016,0.0,14.68,2.02,-2.02,0.0,1.31,0.18,-0.18,0.0,1102.82,120.77,-120.77,0,3.47,0.38,-0.38,0.0,Mass,0.08,,,1.0,,,,,1550,90.0,-90.0,0.0,0,G9 V,5440.0
84,CoRoT-20 c,2819,17 Jupiters,14.66,2018,CoRoT-19 b,CoRoT-19,1,1.0,Transit,2011.0,CoRoT,0.0,3.89713,2e-05,-2e-05,0.0,0.0518,0.0008,-0.0008,0.0,14.46,0.34,-0.34,0.0,1.29,0.03,-0.03,0.0,352.78,19.07,-19.07,0,1.11,0.06,-0.06,0.0,Mass,0.047,0.045,-0.045,0.0,,,,,2000,150.0,-150.0,0.0,0,F9 V,6090.0
85,CoRoT-21 b,4563,2.26 Jupiters,16.0,2012,CoRoT-2 b,CoRoT-2,2,1.0,Transit,2008.0,CoRoT,0.0,1.7429935,1e-06,-1e-06,0.0,0.02798,0.00076,-0.0008,0.0,16.432,0.471,-0.493,0.0,1.466,0.042,-0.044,0.0,1102.82,69.92,-69.92,0,3.47,0.22,-0.22,0.0,Mass,0.0143,0.0077,-0.0076,0.0,,,,,1521,18.0,-18.0,0.0,1,,5625.0
86,CoRoT-22 b,1931,12.2 Earths,13.944,2014,CoRoT-20 b,CoRoT-20,1,2.0,Transit,2011.0,CoRoT,0.0,9.24285,0.0003,-0.0003,0.0,0.09,0.002,-0.002,0.0,9.416,0.448,-0.448,0.0,0.84,0.04,-0.04,0.0,1366.669,63.566,-63.566,0,4.3,0.2,-0.2,0.0,Mass,0.59,0.02,-0.02,0.0,,,,,1024,16.0,-16.0,0.0,0,G2 V,5880.0
87,CoRoT-23 b,1957,2.8 Jupiters,15.63,2011,CoRoT-20 c,CoRoT-20,1,2.0,Radial Velocity,2018.0,Multiple Observatories,0.0,1675.0,19.0,-17.0,0.0,2.9,0.07,-0.07,0.0,12.2,,,0.0,1.09,,,0.0,5403.11,317.83,-317.83,0,17.0,1.0,-1.0,0.0,Msini,0.6,0.03,-0.03,0.0,,,,,,,,,0,G2 V,4947.5
88,CoRoT-24 b,1957,5.7 Earths,15.18,2014,CoRoT-21 b,CoRoT-21,1,1.0,Transit,2012.0,CoRoT,0.0,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.572,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,718.2958,98.5273,-98.5273,0,2.26,0.31,-0.31,0.0,Mass,0.0,,,0.0,,,,,,,,,0,F8 IV,6200.0
89,CoRoT-24 c,1957,28 Earths,15.18,2014,CoRoT-22 b,CoRoT-22,1,1.0,Transit,2014.0,CoRoT,0.0,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0,0.038,0.044,-0.028,0.0,Mass,0.077,0.3,-0.042,0.0,,,,,885,53.0,-280.0,0.0,0,G3 V,5939.0
90,CoRoT-25 b,3262,0.27 Jupiters,14.711,2013,CoRoT-23 b,CoRoT-23,1,1.0,Transit,2011.0,CoRoT,0.0,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0,2.8,0.3,-0.3,0.0,Mass,0.16,0.02,-0.02,0.0,,,,,1660,,,0.0,0,G0 V,5900.0
91,CoRoT-26 b,5448,0.52 Jupiters,15.468,2013,CoRoT-24 b,CoRoT-24,1,2.0,Transit,2014.0,CoRoT,0.0,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1,0.018,,,1.0,Mass,0.0,,,0.0,,,,,1070,140.0,-140.0,0.0,0,K1 V,4950.0
92,CoRoT-27 b,3377,10.39 Jupiters,15.54,2014,CoRoT-24 c,CoRoT-24,1,2.0,Transit,2014.0,CoRoT,0.0,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,,,,,850,80.0,-80.0,0.0,0,K1 V,4950.0
93,CoRoT-28 b,1827,0.484 Jupiters,13.412,2015,CoRoT-25 b,CoRoT-25,1,1.0,Transit,2013.0,CoRoT,0.0,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0,0.27,0.04,-0.04,0.0,Mass,0.0,,,0.0,,,,,1330,80.0,-40.0,0.0,0,F9,6040.0
94,CoRoT-29 b,2495,0.85 Jupiters,15.239,2015,CoRoT-26 b,CoRoT-26,1,1.0,Transit,2013.0,CoRoT,0.0,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0,0.52,0.05,-0.05,0.0,Mass,0.0,,,0.0,,,,,1600,80.0,-70.0,0.0,0,G5,5590.0
95,CoRoT-2 b,652,3.47 Jupiters,12.57,2008,CoRoT-27 b,CoRoT-27,1,1.0,Transit,2014.0,CoRoT,0.0,3.57532,6e-05,-6e-05,0.0,0.0476,0.0066,-0.0066,0.0,11.287,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,3302.11,174.8,-174.8,0,10.39,0.55,-0.55,0.0,Mass,0.065,,,1.0,,,,,1500,130.0,-130.0,0.0,0,G2,5900.0
96,CoRoT-30 b,3132,2.9 Jupiters,15.65,2020,CoRoT-28 b,CoRoT-28,1,1.0,Transit,2015.0,CoRoT,0.0,5.20851,0.00038,-0.00038,0.0,0.0603,0.005,-0.005,0.0,10.705,0.74,-0.74,0.0,0.955,0.066,-0.066,0.0,153.82972,27.65121,-27.65121,0,0.484,0.087,-0.087,0.0,Mass,0.047,0.055,-0.038,0.0,,,,,,,,,0,G8/9 IV,5150.0
97,CoRoT-31 b,7144,0.84 Jupiters,15.465,2020,CoRoT-29 b,CoRoT-29,1,1.0,Transit,2015.0,CoRoT,0.0,2.85057,6e-06,-6e-06,0.0,0.0386,0.0059,-0.0059,0.0,10.088,1.793,-1.793,0.0,0.9,0.16,-0.16,0.0,270.1555,63.566,-63.566,0,0.85,0.2,-0.2,0.0,Mass,0.082,0.081,-0.081,0.0,,,,,,,,,0,K0 V,5260.0
98,CoRoT-3 b,2218,21.66 Jupiters,13.292,2008,CoRoT-3 b,CoRoT-3,1,1.0,Transit,2008.0,CoRoT,0.0,4.2568,5e-06,-5e-06,0.0,0.05783,0.00085,-0.00085,0.0,11.32,0.78,-0.78,0.0,1.01,0.07,-0.07,0.0,6883.91,317.8,-317.8,0,21.66,1.0,-1.0,0.0,Mass,0.0,,,0.0,,,,,1695,57.0,-57.0,0.0,0,F3 V,6740.0
99,CoRoT-4 b,2419,0.72 Jupiters,13.561,2008,CoRoT-30 b,CoRoT-30,1,1.0,Transit,2020.0,CoRoT,0.0,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.31,0.852,-0.852,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,,,,,,,,,0,G3 V,5650.0
100,CoRoT-5 b,2951,0.467 Jupiters,13.902,2009,CoRoT-31 b,CoRoT-31,1,1.0,Transit,2020.0,CoRoT,0.0,4.62941,0.00075,-0.00075,0.0,0.0586,0.0034,-0.0034,0.0,16.365,3.363,-3.363,0.0,1.46,0.3,-0.3,0.0,266.9772,108.0622,-108.0622,0,0.84,0.34,-0.34,0.0,Mass,0.02,0.16,-0.16,0.0,,,,,,,,,0,G2 IV,5700.0
101,CoRoT-6 b,2144,2.96 Jupiters,13.912,2009,CoRoT-4 b,CoRoT-4,1,1.0,Transit,2008.0,CoRoT,0.0,9.20205,0.00037,-0.00037,0.0,0.09,0.001,-0.001,0.0,13.34,0.67,-0.56,0.0,1.19,0.06,-0.05,0.0,228.83,25.43,-25.43,0,0.72,0.08,-0.08,0.0,Mass,0.0,0.1,-0.1,0.0,,,,,1074,19.0,-19.0,0.0,0,,6190.0
102,CoRoT-7 b,524,3.1783 Earths,11.668,2009,CoRoT-5 b,CoRoT-5,1,1.0,Transit,2009.0,CoRoT,0.0,4.0378962,1.9e-06,-1.9e-06,0.0,0.04947,0.00026,-0.00029,0.0,15.558,0.516,-0.527,0.0,1.388,0.046,-0.047,0.0,148.42,14.937,-7.628,0,0.467,0.047,-0.024,0.0,Mass,0.09,0.09,-0.04,0.0,,,,,1438,39.0,-39.0,0.0,0,F9 V,6100.0
103,CoRoT-7 c,524,8.4 Earths,11.668,2009,CoRoT-6 b,CoRoT-6,1,1.0,Transit,2009.0,CoRoT,0.0,8.886593,4e-06,-4e-06,0.0,0.0855,0.0015,-0.0015,0.0,13.068,0.392,-0.392,0.0,1.166,0.035,-0.035,0.0,940.74,108.06,-108.06,0,2.96,0.34,-0.34,0.0,Mass,0.1,,,1.0,,,,,1017,19.0,-19.0,0.0,0,F9 V,6090.0
104,CoRoT-8 b,1240,0.22 Jupiters,14.8,2010,CoRoT-7 b,CoRoT-7,1,2.0,Transit,2009.0,CoRoT,0.0,0.85359163,1e-08,-1e-08,0.0,0.017016,0.00017,-3.6e-05,0.0,1.681,0.112,-0.112,0.0,0.15,0.01,-0.01,0.0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0.0,Mass,0.0,,,0.0,,,,,1756,27.0,-27.0,0.0,0,G9 V,5275.0
105,CoRoT-9 b,1363,0.84 Jupiters,13.69,2009,CoRoT-7 c,CoRoT-7,1,2.0,Radial Velocity,2009.0,CoRoT,0.0,3.698,0.003,-0.003,0.0,0.046,,,0.0,2.83,,,0.0,0.253,,,0.0,8.4,0.9,-0.9,0,0.02643,0.00283,-0.00283,0.0,Mass,0.0,,,0.0,,,,,,,,,0,G9 V,5256.0
106,CoRoTID 223977153 b,1912,0.15 Jupiters,13.587,2017,CoRoT-8 b,CoRoT-8,1,1.0,Transit,2010.0,CoRoT,0.0,6.21229,3e-05,-3e-05,0.0,0.063,0.001,-0.001,0.0,6.39,0.22,-0.22,0.0,0.57,0.02,-0.02,0.0,69.92,9.53,-9.53,0,0.22,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,870,14.0,-14.0,0.0,0,K1 V,5080.0
107,CT Chamaleontis b,538,17 Jupiters,11.773,2007,CoRoT-9 b,CoRoT-9,2,1.0,Transit,2009.0,CoRoT,0.0,95.272656,6.8e-05,-6.8e-05,0.0,0.4021,0.0054,-0.0054,0.0,11.949,0.841,-0.706,0.0,1.066,0.075,-0.063,0.0,266.9772,15.8915,-15.8915,0,0.84,0.05,-0.05,0.0,Mass,0.133,0.042,-0.037,0.0,,,,,420,16.0,-16.0,0.0,0,G3 V,5625.0
108,DE Canun Venaticorum b,100,12.0293 Jupiters,11.975,2018,CoRoTID 223977153 b,CoRoTID 223977153,1,1.0,Transit,2017.0,CoRoT,0.0,6.71837,1e-05,-1e-05,0.0,0.071,0.001,-0.001,0.0,6.389,0.673,-0.56,0.0,0.57,0.06,-0.05,0.0,47.6745,31.783,-31.783,0,0.15,0.1,-0.1,0.0,Mass,,,,,132.26,36.74,-29.39,0.0,938,65.0,-52.0,0.0,0,G0 VI,5970.0
109,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.558,2013,DE CVn b,DE CVn,2,1.0,Eclipse Timing Variations,2018.0,Multiple Facilities,0.0,4098.1,131.5,-131.5,0.0,5.75,2.02,-2.02,0.0,12.4,,,0.0,1.1,,,0.0,3823.2733,955.81833,-955.81833,0,12.0293,3.00733,-3.00733,0.0,Msin(i)/sin(i),0.0,,,0.0,,,,,,,,,0,,3579.0
110,DH Tauri b,457,11 Jupiters,12.496,2004,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1.0,Astrometry,2013.0,Paranal Observatory,0.0,246.36,1.38,-1.35,0.0,0.36,0.01,-0.01,0.0,11.9,,,0.0,1.06,,,0.0,9057.77,603.85,-603.85,0,28.5,1.9,-1.9,0.0,Mass,0.345,0.068,-0.064,0.0,,,,,,,,,0,L1.5,
111,DMPP-1 b,202,24.27 Earths,7.981,2019,DH Tau b,DH Tau,1,1.0,Imaging,2004.0,Subaru Telescope,0.0,,,,,330.0,,,0.0,30.264,8.967,-8.967,0.0,2.7,0.8,-0.8,0.0,3496.0,3178.0,-953.0,0,11.0,10.0,-3.0,0.0,Mass,,,,,,,,,2200,,,0.0,0,M0.5,4371.0
112,DMPP-1 c,202,9.6 Earths,7.981,2019,DMPP-1 b,DMPP-1,1,4.0,Radial Velocity,2019.0,La Silla Observatory,0.0,18.57,0.01,-0.01,0.0,0.1462,0.0012,-0.0012,0.0,5.29,,,0.0,0.472,,,0.0,24.27,1.16,-1.59,0,0.07636,0.00365,-0.005,0.0,Msini,0.083,,,1.0,,,,,877,,,0.0,0,F8 V,6196.0
113,DMPP-1 d,202,3.35 Earths,7.981,2019,DMPP-1 c,DMPP-1,1,4.0,Radial Velocity,2019.0,La Silla Observatory,0.0,6.584,0.003,-0.002,0.0,0.0733,0.0006,-0.0007,0.0,3.06,,,0.0,0.273,,,0.0,9.6,0.53,-1.58,0,0.0302,0.00167,-0.00497,0.0,Msini,0.057,,,1.0,,,,,1239,,,0.0,0,F8 V,6196.0
114,DMPP-1 e,202,4.13 Earths,7.981,2019,DMPP-1 d,DMPP-1,1,4.0,Radial Velocity,2019.0,La Silla Observatory,0.0,2.882,0.001,-0.001,0.0,0.0422,0.0004,-0.0003,0.0,1.65,,,0.0,0.147,,,0.0,3.35,0.38,-0.34,0,0.01054,0.0012,-0.00107,0.0,Msini,0.07,,,1.0,,,,,1632,,,0.0,0,F8 V,6196.0
115,DMPP-2 b,437,0.437 Jupiters,8.567,2019,DMPP-1 e,DMPP-1,1,4.0,Radial Velocity,2019.0,La Silla Observatory,0.0,5.516,0.002,-0.004,0.0,0.0651,0.0005,-0.0005,0.0,1.86,,,0.0,0.166,,,0.0,4.13,0.66,-1.14,0,0.01299,0.00208,-0.00359,0.0,Msini,0.07,,,1.0,,,,,1314,,,0.0,0,F8 V,6196.0
116,DMPP-3 A b,160,2.58 Earths,9.066,2019,DMPP-2 b,DMPP-2,1,1.0,Radial Velocity,2019.0,Multiple Facilities,0.0,5.2072,0.0002,-0.0055,0.0,0.0664,0.0005,-0.0005,0.0,14.3,,,0.0,1.28,,,0.0,138.89171,9.5349,-18.75197,0,0.437,0.03,-0.059,0.0,Msini,0.078,,,0.0,,,,,1000,,,0.0,0,F5 V,6500.0
117,DP Leonis b,995,6.28 Jupiters,18.633,2009,DMPP-3 A b,DMPP-3 A,2,1.0,Radial Velocity,2019.0,La Silla Observatory,0.0,6.6732,0.0011,-0.0003,0.0,0.0662,0.0013,-0.0013,0.0,1.41,,,0.0,0.126,,,0.0,2.58,0.35,-0.58,0,0.00812,0.0011,-0.00182,0.0,Msini,0.14,0.091,-0.053,0.0,,,,,854,,,0.0,0,K0 V,5138.0
118,DS Tucanae A b,144,1.3 Jupiters,8.469,2019,DP Leo b,DP Leo,2,1.0,Eclipse Timing Variations,2009.0,Yunnan Astronomical Observatory,0.0,10220.0,730.0,-730.0,0.0,8.19,0.39,-0.39,0.0,12.7,,,0.0,1.14,,,0.0,1995.88832,184.33363,-184.33363,0,6.28,0.58,-0.58,0.0,Mass,0.39,0.13,-0.13,0.0,,,,,,,,,0,,13500.0
119,EPIC 201238110 b,522,4.16 Earths,15.261,2019,DS Tuc A b,DS Tuc A,2,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),0.0,8.138268,1.1e-05,-1.1e-05,0.0,,,,,5.7,0.17,-0.17,0.0,0.509,0.015,-0.015,0.0,413.179,,,1,1.3,,,1.0,Mass,0.0,,,0.0,145.1,,,,850,,,0.0,0,G6 V,5428.0
120,EPIC 201497682 b,831,0.26 Earths,14.102,2019,EPIC 201170410.02,EPIC 201170410,1,1.0,Transit,2020.0,K2,0.0,6.7987,0.0001,-0.0001,0.0,0.0349,0.0027,-0.0022,0.0,1.047,0.276,-0.257,0.0,0.093,0.025,-0.023,0.0,1.15,,,0,0.0036,,,0.0,M-R relationship,0.0,,,0.0,,,,,,,,,0,,3648.0
121,EPIC 201615463 c,1569,1.98 Earths,12.074,2019,EPIC 201238110 b,EPIC 201238110,1,1.0,Transit,2019.0,K2,0.0,28.1656,0.0027,-0.0028,0.0,,,,,1.87,0.2,-0.45,0.0,0.167,0.018,-0.04,0.0,4.16,,,0,0.0131,,,0.0,M-R relationship,,,,,,,,,,,,,0,,3587.0
122,EPIC 201754305 d,1103,1.08 Earths,14.67,2019,EPIC 201497682 b,EPIC 201497682,1,1.0,Transit,2019.0,K2,0.0,2.13174,0.00022,-0.00022,0.0,,,,,0.692,0.059,-0.048,0.0,0.062,0.005,-0.004,0.0,0.26,,,0,0.00082,,,0.0,M-R relationship,,,,,,,,,,,,,0,,4991.0
123,EPIC 201833600 c,846,0.972 Earths,14.717,2019,EPIC 201615463 c,K2-166,1,2.0,Transit,2019.0,K2,0.0,3.80464,0.00091,-0.00105,0.0,,,,,1.22,0.21,-0.17,0.0,0.109,0.019,-0.015,0.0,1.98,,,0,0.00624,,,0.0,M-R relationship,,,,,,,,,,,,,0,,5942.5
124,EPIC 201841433 b,1442,1.37 Earths,14.867,2019,EPIC 201754305 d,K2-16,1,3.0,Transit,2019.0,K2,0.0,2.71578,0.00031,-0.00031,0.0,,,,,1.03,0.085,-0.086,0.0,0.092,0.008,-0.008,0.0,1.08,,,0,0.0034,,,0.0,M-R relationship,,,,,,,,,,,,,0,K3 V,4761.0
125,EPIC 205950854 c,801,2.27 Earths,12.291,2019,EPIC 201757695.02,EPIC 201757695,1,1.0,Transit,2020.0,K2,0.0,2.0478,0.0001,-0.0001,0.0,0.0296,0.0005,-0.0005,0.0,0.908,0.059,-0.064,0.0,0.081,0.005,-0.006,0.0,0.688,,,0,0.00217,,,0.0,M-R relationship,0.0,,,0.0,,,,,,,,,0,,4520.0
126,EPIC 206024342 b,1219,3.53 Earths,13.116,2019,EPIC 201833600 c,K2-50,1,2.0,Transit,2019.0,K2,0.0,3.96151,0.00046,-0.00051,0.0,,,,,1.0,0.12,-0.11,0.0,0.089,0.011,-0.01,0.0,0.972,,,0,0.00306,,,0.0,M-R relationship,,,,,,,,,,,,,0,,4292.67
